Frequency	FFT
228.515625	1.3854461174308378e-05
229.4921875	5.955366204412035e-06
230.46875	1.3245037219027425e-05
231.4453125	5.275802818953194e-05
232.421875	6.712853395199232e-05
233.3984375	3.067551010992739e-05
234.375	1.929301688408837e-05
235.3515625	2.0326044651885428e-05
236.328125	1.5377725076065217e-05
237.3046875	1.8607296461999894e-05
238.28125	2.4682459089211618e-05
239.2578125	1.7444633533512297e-05
240.234375	1.440750340971688e-05
241.2109375	1.373513674022779e-05
242.1875	1.3826372807260956e-05
243.1640625	8.744135829676962e-06
244.140625	1.063175953752486e-05
245.1171875	1.0785557687183554e-05
246.09375	1.1666966267890369e-05
247.0703125	7.312095239376649e-06
248.046875	1.848703246464378e-05
249.0234375	8.164894425695743e-06
250.0	1.14938683634782e-05
250.9765625	1.8072234713249632e-05
251.953125	1.194192267117082e-05
252.9296875	1.5114314980143306e-05
253.90625	2.5688781061696686e-05
254.8828125	2.0433235341422757e-05
255.859375	1.3361363141477925e-05
256.8359375	2.5728779379440405e-05
257.8125	2.395225709638079e-05
258.7890625	1.2564395347106884e-05
259.765625	1.841075125973208e-05
260.7421875	1.626825766042594e-05
261.71875	8.959802867691787e-06
262.6953125	3.117742080965744e-06
263.671875	1.55728616567567e-05
264.6484375	1.5191602429393118e-05
265.625	9.865580615388408e-06
266.6015625	5.930805959380482e-06
267.578125	1.0746809546039925e-05
268.5546875	2.369214868757443e-05
269.53125	3.484730660577999e-05
270.5078125	1.693248881657614e-05
271.484375	1.7448754200796725e-05
272.4609375	2.7814234435320245e-05
273.4375	4.014044504926888e-05
274.4140625	1.9442614382393814e-05
275.390625	1.5693888028147426e-05
276.3671875	1.1786183762831375e-05
277.34375	1.045462521624446e-05
278.3203125	4.048279610652107e-06
279.296875	1.0063434982435423e-05
280.2734375	1.1904620619178748e-05
281.25	2.1035083345842497e-05
282.2265625	2.092223037288631e-05
283.203125	8.454982366341011e-06
284.1796875	4.623033978611335e-07
285.15625	4.3604039911659596e-06
286.1328125	1.4311008178072154e-05
287.109375	1.6454618105200448e-05
288.0859375	9.691836709431877e-06
289.0625	8.418478879160221e-06
290.0390625	4.977682707145045e-06
291.015625	6.474014261296957e-06
291.9921875	4.640345953410854e-06
292.96875	3.873703379984244e-06
293.9453125	7.965411581695204e-06
294.921875	2.2702341891772794e-05
295.8984375	2.512732062621152e-05
296.875	5.434691370129085e-06
297.8515625	5.6466814288327135e-06
298.828125	1.1585090825980488e-05
299.8046875	1.086055111726733e-05
300.78125	1.4188634981016544e-05
301.7578125	1.145568560948833e-05
302.734375	2.9062839250435505e-05
303.7109375	1.9658434042846783e-05
304.6875	1.611444458686954e-05
305.6640625	1.8172207571062882e-05
306.640625	1.5170710910238015e-05
307.6171875	7.745125161927458e-06
308.59375	2.6879159779476265e-05
309.5703125	3.640100510534998e-05
310.546875	2.3235100437467476e-05
311.5234375	1.0196968497297555e-05
312.5	8.943280644185307e-06
313.4765625	1.2457968484255494e-05
314.453125	1.4537103886870106e-05
315.4296875	1.692234025638278e-05
316.40625	2.0847888365400745e-05
317.3828125	1.4377387798696118e-05
318.359375	2.8943899246935742e-05
319.3359375	1.9483496713153027e-05
320.3125	1.075211751889659e-05
321.2890625	1.55272472370721e-05
322.265625	1.6194869723502084e-05
323.2421875	1.2977826162945413e-05
324.21875	5.564314832706167e-06
325.1953125	1.7515296629733072e-05
326.171875	2.7839189352065005e-05
327.1484375	2.348079364686312e-05
328.125	1.0787711367952324e-05
329.1015625	5.735501533523694e-06
330.078125	9.308158873245298e-06
331.0546875	3.5688170614666885e-06
332.03125	3.617884036107398e-06
333.0078125	1.0942006256755655e-05
333.984375	7.775769036518746e-06
334.9609375	1.5093630040545688e-05
335.9375	1.9260588364631106e-05
336.9140625	5.979779117671464e-06
337.890625	1.8157383821131317e-05
338.8671875	1.673801241480095e-05
339.84375	8.680167413216116e-06
340.8203125	8.186415886330624e-06
341.796875	9.85046713491631e-07
342.7734375	1.113831654993835e-05
343.75	1.131023446786068e-05
344.7265625	1.7794097677170296e-05
345.703125	2.071193834562581e-05
346.6796875	1.4501271499518582e-05
347.65625	6.323726797376561e-06
348.6328125	1.111840255559438e-05
349.609375	1.1378826555625581e-05
350.5859375	9.312782755791763e-06
351.5625	4.297681043554664e-06
352.5390625	4.344355172472974e-06
353.515625	1.3061438504086795e-05
354.4921875	9.031336928921151e-06
355.46875	8.853311277896637e-06
356.4453125	1.5148154705400732e-05
357.421875	1.3688790749262287e-05
358.3984375	1.1714142467714856e-05
359.375	7.620456291509217e-06
360.3515625	1.2164841725512721e-05
361.328125	1.932684551491759e-05
362.3046875	1.6601262428704113e-05
363.28125	1.218000349849532e-05
364.2578125	3.5463465167202245e-06
365.234375	9.787745870463338e-06
366.2109375	1.4701774706533486e-05
367.1875	1.6535456422735866e-05
368.1640625	1.2044583824146148e-05
369.140625	1.4924316597744511e-05
370.1171875	2.772848640704383e-05
371.09375	2.0695405869886576e-05
372.0703125	2.0064076456678827e-05
373.046875	8.033177017604553e-06
374.0234375	1.7550774943747898e-05
375.0	1.9145935029876314e-05
375.9765625	1.252502414049932e-05
376.953125	1.2791551873608866e-05
377.9296875	9.037841833187649e-06
378.90625	8.794771646575138e-06
379.8828125	1.353615202552886e-05
380.859375	2.067522079135055e-05
381.8359375	2.6259543778575886e-05
382.8125	2.0570032053380337e-05
383.7890625	1.0923045578417087e-05
384.765625	8.136080062379194e-06
385.7421875	4.913116136117022e-06
386.71875	1.6616803400329968e-05
387.6953125	1.409468509143438e-05
388.671875	1.1894262114857657e-05
389.6484375	8.235825477238132e-06
390.625	1.37156023764432e-05
391.6015625	1.9193181716897744e-06
392.578125	1.8968465609507813e-05
393.5546875	2.1835433969159335e-05
394.53125	2.2974236728970242e-05
395.5078125	1.4502574376412442e-05
396.484375	6.734840829426656e-07
397.4609375	6.133923511021559e-06
398.4375	6.492211519583838e-06
399.4140625	4.995932952530442e-06
400.390625	1.3150346303402671e-05
401.3671875	1.7113176407268462e-05
402.34375	8.386738126826144e-06
403.3203125	8.194840170488533e-06
404.296875	1.0650318872967005e-06
405.2734375	6.0205226397613774e-06
406.25	1.3185397164772451e-05
407.2265625	7.165494987542969e-06
408.203125	3.244248985477519e-06
409.1796875	6.195717498759969e-06
410.15625	5.821537538791695e-06
411.1328125	4.539071249802674e-06
412.109375	1.4576643609644528e-05
413.0859375	1.1810389254979892e-05
414.0625	1.1485647117879643e-05
415.0390625	1.6922734328118357e-05
416.015625	1.005933340360184e-05
416.9921875	5.526062591100701e-06
417.96875	6.438157133499266e-06
418.9453125	2.02921936796246e-05
419.921875	1.7788739643550834e-05
420.8984375	5.484965387347356e-06
421.875	8.98150462339387e-06
422.8515625	1.4517391802867888e-05
423.828125	2.1787386040306377e-05
424.8046875	1.4466836766155596e-05
425.78125	1.7534347652513726e-05
426.7578125	1.5351956296193765e-05
427.734375	1.60252565129215e-05
428.7109375	1.846717924479679e-05
429.6875	1.3325957893402682e-05
430.6640625	1.6012704168553466e-05
431.640625	2.2156918744816278e-05
432.6171875	1.3897034949953663e-05
433.59375	1.3866009891116679e-05
434.5703125	1.4487899482470403e-05
435.546875	9.731807513234447e-06
436.5234375	2.0568772147959802e-05
437.5	1.670258752391004e-05
438.4765625	1.2869662907604254e-05
439.453125	7.97470206864027e-06
440.4296875	9.99823888172048e-06
441.40625	2.0967065633741346e-05
442.3828125	2.046761452439991e-05
443.359375	1.887387595573178e-05
444.3359375	1.550097607946544e-05
445.3125	4.257965270512886e-06
446.2890625	8.307395700097717e-06
447.265625	1.5637381762217694e-05
448.2421875	1.1408459050695099e-05
449.21875	2.3925522753408532e-06
450.1953125	6.82157821850299e-06
451.171875	8.833140160957339e-06
452.1484375	1.3877996985144758e-05
453.125	1.3931641479938588e-05
454.1015625	1.7938675879252132e-05
455.078125	1.8610584304598947e-05
456.0546875	9.11570044803096e-06
457.03125	8.369096672844559e-06
458.0078125	6.605605764264573e-06
458.984375	4.5785290043201954e-06
459.9609375	1.0044665250258918e-05
460.9375	8.635324163646414e-06
461.9140625	8.12024451388392e-06
462.890625	1.6251054905882145e-05
463.8671875	1.1146362962557184e-05
464.84375	1.8701983938971196e-05
465.8203125	2.5612831472911476e-05
466.796875	7.919376462690696e-06
467.7734375	2.7580456978713353e-06
468.75	3.4845974444139903e-05
469.7265625	6.328451638179312e-05
470.703125	3.174368212322408e-05
471.6796875	1.519874130385421e-05
472.65625	1.6396818494066655e-05
473.6328125	1.6711843213129477e-05
474.609375	1.595833614696275e-05
475.5859375	1.9278063692080433e-05
476.5625	1.698701994757e-05
477.5390625	1.641464267843069e-05
478.515625	2.416988918674702e-05
479.4921875	2.315890257605533e-05
480.46875	7.129829273582827e-06
481.4453125	1.5880800138485715e-05
482.421875	1.0673334784095768e-05
483.3984375	2.4907654386762064e-06
484.375	8.858620226401668e-06
485.3515625	1.3453755654310954e-05
486.328125	1.1950062480118094e-05
487.3046875	5.161713735926757e-06
488.28125	9.977145622148171e-06
489.2578125	6.26993681051634e-06
490.234375	8.341971269950444e-06
491.2109375	5.6827622032993646e-06
492.1875	1.3945999064240362e-05
493.1640625	7.4640973638632495e-06
494.140625	1.0075149784172132e-05
495.1171875	2.609403009928083e-05
496.09375	2.5989820035746103e-05
497.0703125	1.247291225408934e-05
498.046875	2.271140000156266e-06
499.0234375	2.8064277324912437e-06
500.0	4.517153105565441e-06
