Frequency	FFT
0.0	0.005912169348448515
0.9765625	0.005325456149876118
1.953125	0.0009319012751802802
2.9296875	0.0015773477498441935
3.90625	0.002402548212558031
4.8828125	0.002518848516047001
5.859375	0.0025541638024151325
6.8359375	0.0035230687353760004
7.8125	0.0029762452468276024
8.7890625	0.004225464072078466
9.765625	0.003911346662789583
10.7421875	0.004019361920654774
11.71875	0.0032614925876259804
12.6953125	0.0034600391518324614
13.671875	0.00366064696572721
14.6484375	0.002979277865961194
15.625	0.0035178721882402897
16.6015625	0.0032335978467017412
17.578125	0.0029492380563169718
18.5546875	0.00334344943985343
19.53125	0.003194588702172041
20.5078125	0.0035800528712570667
21.484375	0.003518534591421485
22.4609375	0.003289945423603058
23.4375	0.0035944744013249874
24.4140625	0.002786988392472267
25.390625	0.0028787630144506693
26.3671875	0.00287841260433197
27.34375	0.0026075069326907396
28.3203125	0.003007935592904687
29.296875	0.0034763251896947622
30.2734375	0.004533838946372271
31.25	0.0032209870405495167
32.2265625	0.002826421521604061
33.203125	0.0029556453227996826
34.1796875	0.0038764895871281624
35.15625	0.005228481255471706
36.1328125	0.0032554510980844498
37.109375	0.003078455338254571
38.0859375	0.004133674781769514
39.0625	0.003845975734293461
40.0390625	0.003986478317528963
41.015625	0.002963233971968293
41.9921875	0.0027728581335395575
42.96875	0.0037965066730976105
43.9453125	0.0033645036164671183
44.921875	0.0034955532755702734
45.8984375	0.0031155410688370466
46.875	0.002532357582822442
47.8515625	0.002859328640624881
48.828125	0.003436714643612504
49.8046875	0.002722875913605094
50.78125	0.003031677333638072
51.7578125	0.0028521267231553793
52.734375	0.0034409367945045233
53.7109375	0.002837082603946328
54.6875	0.002894894452765584
55.6640625	0.0028934709262102842
56.640625	0.0028277630917727947
57.6171875	0.003240250749513507
58.59375	0.0036686521489173174
59.5703125	0.0031400928273797035
60.546875	0.003984703216701746
61.5234375	0.0039027787279337645
62.5	0.0032312581315636635
63.4765625	0.0033215582370758057
64.453125	0.0033362298272550106
65.4296875	0.0030039672274142504
66.40625	0.004421757534146309
67.3828125	0.0034160162322223186
68.359375	0.0037405346520245075
69.3359375	0.003100138856098056
70.3125	0.0034338701516389847
71.2890625	0.0036137171555310488
72.265625	0.0033196669537574053
73.2421875	0.00302500301040709
74.21875	0.002974557690322399
75.1953125	0.003419601358473301
76.171875	0.002280882326886058
77.1484375	0.0025496818125247955
78.125	0.003933229949325323
79.1015625	0.00422873767092824
80.078125	0.003444042056798935
81.0546875	0.004098216537386179
82.03125	0.00459077674895525
83.0078125	0.003306252881884575
83.984375	0.0024130321107804775
84.9609375	0.0024445410817861557
85.9375	0.00279006059281528
86.9140625	0.003128533950075507
87.890625	0.0025633834302425385
88.8671875	0.0031311188358813524
89.84375	0.0028723222203552723
90.8203125	0.0030708343256264925
91.796875	0.0030545461922883987
92.7734375	0.002749138977378607
93.75	0.0029789162799715996
94.7265625	0.005011728499084711
95.703125	0.0028415133710950613
96.6796875	0.0023228295613080263
97.65625	0.002441867720335722
98.6328125	0.0032490117009729147
99.609375	0.002557032275944948
100.5859375	0.0027534584514796734
101.5625	0.0036393150221556425
102.5390625	0.004253755323588848
103.515625	0.003076464869081974
104.4921875	0.003407263197004795
105.46875	0.0033940132707357407
106.4453125	0.0032710793893784285
107.421875	0.0031810530927032232
108.3984375	0.0036394514609128237
109.375	0.004021153319627047
110.3515625	0.0029463949613273144
111.328125	0.0030055358074605465
112.3046875	0.0033203696366399527
113.28125	0.004348632413893938
114.2578125	0.0031504593789577484
115.234375	0.0037686144933104515
116.2109375	0.0027746448758989573
117.1875	0.00260339817032218
118.1640625	0.003005748149007559
119.140625	0.0029630139470100403
120.1171875	0.0033708899281919003
121.09375	0.0031554875895380974
122.0703125	0.0028443208429962397
123.046875	0.0026612747460603714
124.0234375	0.0032463613897562027
125.0	0.003876399016007781
125.9765625	0.004156751092523336
126.953125	0.0037151931319385767
127.9296875	0.0036490035708993673
